117	filler	Vanessa schloss die Wertsachen gestern nach dem Mittagessen in den Schreibtisch.	Schloss Vanessa die Wertsachen in den Schreibtisch?
118	filler	Dieses Kleid besteht aus feiner Seide, die schwer zu bekommen ist.	Besteht das Kleid aus Kaschmir?
119	filler	Paul wollte sein Aussehen ändern, obwohl seine Freunde ihm davon abrieten.	Wollte Paul sein Aussehen ändern?
120	filler	Marks Haus wurde nach dem Stromausfall dunkel, was ihm ziemlich unangenehm war.	Gefiel Mark es, dass sein Haus dunkel war?
121	filler	Sabine ließ ihren Pass in dem Safe, der hinter dem Gemälde versteckt ist.	War der Safe hinter dem Gemälde versteckt?
122	filler	Jonas unterhielt alle mit einem Sonett, das er über die Kellnerin des örtlichen Restaurants schrieb.	Schrieb Jonas ein Sonett über die Köchin?
123	filler	Alicias neue Schuhe hatten die falsche Farbe für das Outfit, das sie letzte Woche gekauft hatte.	Wurden die Schuhe letzte Woche gekauft?
124	filler	Sandra vergaß den Namen der Straße, in der Robin wohnt.	Vergaß Peter den Namen der Straße?
125	filler	Verena sprach mit einer Ärztin im Krankenhaus, die ihr half, ihre Ängste zu beruhigen.	Wurden Verenas Ängste beruhigt?
126	filler	Es gab keine freien Plätze mehr und Christian saß auf dem Boden des Hörsaals im Bürgerzentrum.	Saß Christian auf einem Stuhl?
127	filler	Simon enttäuschte seine Schwester, die zwei Stunden auf einer Parkbank in der Kälte gewartet hatte.	Wartete Simons Schwester zwei Stunden?
128	filler	Clarissa und Robert ließen das Geschirr nach der Party im Waschbecken.	Ließen Clarissa und Robert das Geschirr auf dem Tisch?
129	filler	Tom schrieb einen Artikel über einen Biologiestudenten, der noch nie eine Frist versäumt hat.	Schrieb Tom einen Artikel?
130	filler	Der Mechaniker prüfte den Reifen, der mit dem Firmenlogo gekennzeichnet war.	Prüfte der Mechaniker einen Reifen?
131	filler	Der alte Mann saß auf der Bank im Park und las die Zeitung, so wie er es jeden Morgen tat.	Las der alter Mann jeden Morgen eine Zeitung?
132	filler	Sie beschlossen, das Haus zu renovieren, obwohl sie wussten, dass es viel Arbeit sein würde.	Wurde beschlossen, das Haus zu renovieren?
133	filler	Der Hund bellte laut, als der Postbote das Tor öffnete, was den ganzen Hof weckte.	Öffnete der Postbote ein Tor?
134	filler	Der Lehrer erklärte die schwierige Aufgabe, bis alle Schüler sie verstanden hatten.	War die Aufgabe einfach?
135	filler	Nach dem langen Spaziergang durch den Wald waren alle erschöpft, aber glücklich.	Ging der Spaziergang durch einen Wald?
136	filler	Der Kaffee war heiß und stark, genau so, wie sie ihn am liebsten mochte.	War der Kaffee kalt?
137	filler	Im Sommer blühten die Blumen im Garten und verbreiteten einen herrlichen Duft.	Rochen die Blumen gut?
138	filler	Der Regen prasselte gegen die Fenster, während sie drinnen ein Buch lasen.	Wurde eine Zeitung gelesen?
139	filler	Der junge Künstler malte ein Bild von der Stadt, das im Museum ausgestellt wurde.	War der Künstler jung?
140	filler	Sie gingen früh schlafen, weil sie am nächsten Morgen eine lange Reise vor sich hatten.	Gingen die Personen spät ins Bett?
141	filler	Der Bäcker bereitete frisches Brot vor Sonnenaufgang zu, damit es zum Frühstück bereit war.	Wurde das Brot frisch zubereitet?
142	filler	Bernhard lernte mit dem Tutor der Studenten, der jedes Problem lösen konnte.	Gab es nur einen Studenten?
143	filler	Markus debattierte mit dem Politiker der Partei, der die Wahl gewann.	Hat der Politiker die Wahl gewonnen?
144	filler	Paul spielte mit dem Baby der Familie, das gerade laufen lernte.	Gab es mehrere Babys?
145	filler	Markus sang mit dem Chor der Schule, die den Wettbewerb gewann.	Hat die Schule den Wettbewerb gewonnen?
146	filler	Jan ritt das Pferd des Vereines, das alle Rennen gewann.	Gab es mehrere Vereine?
147	filler	Frank streichelte das Kätzchen von Melanie, das sehr jung war.	Hat Melanie ein Kätzchen?
148	filler	Hanna tanzt mit dem Paar aus Frankreich, das perfekt harmonierte.	Kam das Paar aus Deutschland?
149	filler	Nina lobte das Tier des Züchters, der sehr bekannt war.	War der Züchter bekannt?
150	filler	Ben respektierte das Talent des Musikers, der viele Fans hatte.	Hatte der Musiker kein Talent?
